Timestamp,Age,Primary streaming service,Hours per day,Fav genre,BPM,Anxiety,Depression,Insomnia,OCD,Music effects
8/28/2022 23:47:13,23.0,Other streaming service,6.0,Rap,87.0,3.0,1.0,2.0,7.0,Improve
8/28/2022 23:50:25,22.0,Spotify,3.0,Hip hop,77.0,6.0,6.0,8.0,0.0,Improve
8/28/2022 23:54:34,15.0,I do not use a streaming service.,5.0,Rock,126.0,10.0,6.0,0.0,4.0,Improve
8/28/2022 23:56:06,17.0,I do not use a streaming service.,0.5,Video game music,136.0,6.0,3.0,1.0,1.0,Improve
8/29/2022 0:03:43,22.0,YouTube Music,1.0,Video game music,80.0,3.0,3.0,0.0,7.0,No effect
8/29/2022 0:05:09,21.0,Spotify,10.0,Metal,92.0,9.0,10.0,2.0,2.0,No effect
8/29/2022 0:05:36,19.0,Spotify,2.0,Pop,120.0,7.0,5.0,0.0,2.0,No effect
8/29/2022 0:21:31,32.0,Apple Music,0.5,Classical,,3.0,0.0,4.0,4.0,No effect
8/29/2022 0:32:36,34.0,YouTube Music,1.0,Rock,138.0,9.0,9.0,6.0,4.0,Improve
8/29/2022 0:33:06,18.0,I do not use a streaming service.,2.0,Metal,150.0,5.0,7.0,7.0,2.0,Improve
8/29/2022 0:33:49,21.0,Spotify,3.0,Country,108.0,0.0,8.0,0.0,5.0,Improve
8/29/2022 0:39:19,20.0,Spotify,3.0,Country,119.0,8.0,4.0,3.0,4.0,Improve
8/29/2022 0:39:59,19.0,Spotify,2.0,Country,125.0,7.0,2.0,0.0,7.0,No effect
8/29/2022 0:47:12,25.0,I do not use a streaming service.,1.0,Pop,,9.0,9.0,6.0,9.0,No effect
8/29/2022 0:47:59,31.0,Spotify,8.0,Classical,,5.0,7.0,5.0,4.0,Improve
8/29/2022 0:50:03,21.0,Spotify,1.0,Pop,85.0,5.0,1.0,0.0,0.0,Improve
8/29/2022 0:50:27,31.0,YouTube Music,1.0,Folk,113.0,4.0,1.0,3.0,0.0,Improve
8/29/2022 0:54:55,20.0,YouTube Music,1.0,Pop,86.0,3.0,5.0,3.0,0.0,Improve
8/29/2022 0:59:01,19.0,Spotify,5.0,Rock,141.0,2.0,2.0,0.0,6.0,Improve
8/29/2022 1:06:46,19.0,Other streaming service,5.0,EDM,97.0,0.0,1.0,3.0,5.0,Improve
8/29/2022 1:17:44,23.0,Spotify,4.0,Metal,,7.0,8.0,6.0,2.0,Improve
8/29/2022 1:22:44,24.0,I do not use a streaming service.,8.0,Video game music,120.0,6.0,4.0,8.0,8.0,Improve
8/29/2022 1:26:19,20.0,Other streaming service,0.7,Rock,144.0,5.0,6.0,8.0,2.0,Improve
8/29/2022 1:34:06,15.0,Spotify,3.0,Video game music,84.0,6.0,6.0,2.0,6.0,No effect
8/29/2022 1:34:27,17.0,Spotify,7.0,Hip hop,84.0,8.0,9.0,3.0,4.0,Improve
8/29/2022 1:54:06,20.0,I do not use a streaming service.,1.5,Video game music,60.0,8.0,4.0,3.0,3.0,Worsen
8/29/2022 1:59:22,14.0,Spotify,4.0,Video game music,81.0,8.0,6.0,5.0,7.0,Improve
8/29/2022 2:03:07,24.0,Spotify,4.0,Metal,150.0,8.0,8.0,7.0,7.0,Improve
8/29/2022 2:06:14,14.0,Other streaming service,10.0,Video game music,95.0,5.0,2.0,5.0,0.0,Improve
8/29/2022 2:10:36,23.0,Spotify,2.0,Rock,138.0,6.0,8.0,4.0,2.0,No effect
8/29/2022 2:22:37,28.0,Apple Music,2.0,Rock,,7.0,5.0,2.0,1.0,No effect
8/29/2022 2:25:53,22.0,Spotify,6.0,Jazz,140.0,8.0,8.0,7.0,1.0,Improve
8/29/2022 2:28:45,25.0,Spotify,0.5,Rock,139.0,10.0,2.0,0.0,0.0,Improve
8/29/2022 2:29:08,27.0,Spotify,2.0,Pop,100.0,8.0,7.0,7.0,5.0,Improve
8/29/2022 2:30:08,18.0,Spotify,5.0,Rock,,8.0,8.0,8.0,6.0,Improve
8/29/2022 2:30:45,17.0,Apple Music,3.0,Pop,120.0,8.0,10.0,9.0,2.0,Improve
8/29/2022 2:40:16,23.0,Other streaming service,4.5,Rock,,6.0,1.0,8.0,4.0,No effect
8/29/2022 2:43:40,40.0,Other streaming service,3.0,Rock,178.0,0.0,4.0,4.0,0.0,Improve
8/29/2022 2:46:27,27.0,Spotify,20.0,Rock,,8.0,10.0,10.0,8.0,No effect
8/29/2022 2:46:38,18.0,Spotify,1.0,Pop,100.0,3.0,2.0,0.0,1.0,No effect
8/29/2022 2:49:37,16.0,Spotify,2.5,Metal,110.0,5.0,3.0,3.0,1.0,Improve
8/29/2022 2:54:06,18.0,Spotify,1.0,Rock,108.0,8.0,9.0,6.0,1.0,Improve
8/29/2022 3:01:38,23.0,Spotify,2.0,Jazz,,10.0,3.0,0.0,10.0,No effect
8/29/2022 3:09:21,15.0,I do not use a streaming service.,5.0,Metal,161.0,6.0,7.0,8.0,2.0,Improve
8/29/2022 3:13:27,20.0,Apple Music,3.0,Metal,200.0,7.0,4.0,7.0,0.0,Improve
8/29/2022 3:14:38,16.0,Spotify,3.0,Rock,,9.0,8.0,6.0,2.0,Improve
8/29/2022 3:17:19,16.0,Spotify,0.5,Rock,156.0,8.0,0.0,0.0,0.0,Improve
8/29/2022 3:21:18,20.0,Apple Music,8.0,Country,120.0,8.0,9.0,2.0,5.0,No effect
8/29/2022 3:29:44,33.0,Spotify,2.0,Metal,,7.0,2.0,3.0,0.0,Improve
8/29/2022 3:32:43,22.0,Spotify,3.0,Rock,90.0,10.0,10.0,4.0,0.0,Improve
8/29/2022 3:44:33,21.0,Spotify,3.0,Hip hop,85.0,8.0,8.0,3.0,3.0,Improve
8/29/2022 3:46:02,21.0,Apple Music,5.0,Metal,171.0,8.0,7.0,7.0,4.0,Improve
8/29/2022 3:47:32,29.0,Apple Music,1.5,Rock,108.0,8.0,7.0,1.0,2.0,Improve
8/29/2022 3:49:29,56.0,I do not use a streaming service.,1.0,Pop,105.0,6.0,5.0,10.0,2.0,No effect
8/29/2022 4:02:01,17.0,Spotify,2.0,Pop,76.0,7.0,6.0,0.0,4.0,Improve
8/29/2022 4:02:12,22.0,Spotify,1.0,Pop,108.0,7.0,4.0,0.0,0.0,Improve
8/29/2022 4:10:25,26.0,Spotify,4.0,Pop,140.0,8.0,7.0,2.0,10.0,No effect
8/29/2022 4:17:46,30.0,Spotify,1.0,EDM,200.0,4.0,4.0,4.0,0.0,Improve
8/29/2022 4:36:16,49.0,Spotify,2.0,Folk,147.0,0.0,0.0,2.0,0.0,No effect
8/29/2022 4:37:05,22.0,Spotify,2.0,EDM,120.0,6.0,4.0,0.0,1.0,Improve
8/29/2022 4:41:30,32.0,Spotify,2.0,Rock,158.0,4.0,7.0,0.0,0.0,Improve
8/29/2022 4:42:51,32.0,I do not use a streaming service.,1.0,Rock,110.0,8.0,4.0,3.0,0.0,No effect
8/29/2022 4:51:37,22.0,YouTube Music,6.0,Country,103.0,5.0,5.0,3.0,3.0,Improve
8/29/2022 4:53:44,17.0,Spotify,2.0,Rock,93.0,0.0,8.0,0.0,0.0,Improve
8/29/2022 4:57:35,21.0,Spotify,4.0,Rock,62.0,7.0,4.0,6.0,1.0,Improve
8/29/2022 5:06:50,17.0,Spotify,1.5,Rock,180.0,8.0,7.0,7.0,3.0,No effect
8/29/2022 5:08:52,25.0,Spotify,3.0,Metal,150.0,9.0,8.0,6.0,2.0,Improve
8/29/2022 5:14:53,15.0,Spotify,4.0,Rock,105.0,8.0,6.0,4.0,0.0,Improve
8/29/2022 5:20:21,13.0,Spotify,10.0,Rap,140.0,7.0,2.0,0.0,8.0,Improve
8/29/2022 5:22:38,38.0,Spotify,3.0,Rock,,6.0,7.0,7.0,7.0,No effect
8/29/2022 5:35:40,23.0,Apple Music,3.0,Rock,161.0,7.0,6.0,4.0,2.0,Improve
8/29/2022 5:37:56,17.0,Spotify,3.0,Pop,120.0,1.0,1.0,1.0,0.0,Improve
8/29/2022 5:41:25,59.0,YouTube Music,2.0,Pop,103.0,1.0,1.0,3.0,0.0,Improve
8/29/2022 5:45:03,22.0,Spotify,2.0,Pop,72.0,2.0,7.0,1.0,2.0,Improve
8/29/2022 5:50:21,17.0,Apple Music,3.0,Pop,113.0,6.0,2.0,3.0,1.0,No effect
8/29/2022 6:00:25,27.0,Spotify,2.0,Pop,120.0,7.0,7.0,3.0,2.0,No effect
8/29/2022 6:13:47,23.0,Spotify,5.0,Video game music,95.0,8.0,7.0,0.0,3.0,No effect
8/29/2022 6:31:56,15.0,Spotify,6.0,Rock,97.0,8.0,3.0,5.0,2.0,Improve
8/29/2022 6:44:14,22.0,Spotify,3.0,EDM,140.0,5.0,4.0,2.0,0.0,Improve
8/29/2022 6:58:24,23.0,Spotify,5.0,Lofi,120.0,7.0,10.0,10.0,1.0,Improve
8/29/2022 7:11:40,19.0,Spotify,5.0,Country,118.0,7.0,6.0,8.0,4.0,Improve
8/29/2022 7:17:09,32.0,Spotify,6.0,Rock,91.0,8.0,7.0,0.0,9.0,Improve
8/29/2022 7:48:34,40.0,Spotify,6.0,Rock,128.0,10.0,7.0,3.0,3.0,No effect
8/29/2022 7:52:49,21.0,Spotify,3.0,Country,86.0,6.0,5.0,5.0,3.0,Improve
8/29/2022 7:53:58,21.0,Spotify,10.0,Rock,107.0,8.0,7.0,6.0,8.0,No effect
8/29/2022 8:23:46,23.0,Spotify,2.0,Video game music,180.0,10.0,7.0,7.0,3.0,Worsen
8/29/2022 8:28:46,21.0,YouTube Music,2.0,EDM,,10.0,10.0,5.0,7.0,
8/29/2022 8:37:30,35.0,Spotify,3.0,Folk,0.0,8.0,2.0,2.0,8.0,No effect
8/29/2022 8:38:53,18.0,Spotify,1.5,Hip hop,150.0,3.0,7.0,4.0,0.0,Improve
8/29/2022 8:39:19,21.0,I do not use a streaming service.,10.0,Pop,112.0,9.0,7.0,5.0,5.0,Improve
8/29/2022 8:47:09,22.0,I do not use a streaming service.,2.0,Video game music,,5.0,3.0,0.0,0.0,Improve
8/29/2022 9:01:49,23.0,Spotify,3.0,Rock,66.0,10.0,7.0,0.0,10.0,Improve
8/29/2022 9:07:42,13.0,Spotify,2.5,Folk,118.0,8.0,0.0,0.0,3.0,Improve
8/29/2022 9:13:14,19.0,Spotify,3.0,K pop,110.0,6.0,0.0,3.0,0.0,Improve
8/29/2022 9:26:07,33.0,YouTube Music,0.5,Rock,80.0,7.0,9.0,4.0,6.0,Improve
8/29/2022 9:42:23,18.0,Spotify,16.0,Jazz,90.0,3.0,2.0,5.0,6.0,Improve
8/29/2022 9:43:35,17.0,YouTube Music,6.0,Classical,120.0,4.0,2.0,0.0,0.0,Improve
8/29/2022 9:47:21,16.0,Spotify,3.0,EDM,100.0,4.0,2.0,0.0,0.0,Improve
8/29/2022 9:47:26,18.0,YouTube Music,0.5,Rock,66.0,5.0,3.0,1.0,0.0,No effect
8/29/2022 9:52:20,19.0,Spotify,5.0,K pop,158.0,4.0,2.0,2.0,1.0,Improve
8/29/2022 9:56:31,15.0,YouTube Music,2.0,Rap,105.0,4.0,0.0,6.0,5.0,No effect
8/29/2022 10:23:22,17.0,Spotify,2.0,Pop,208.0,7.0,6.0,3.0,1.0,Improve
8/29/2022 10:23:46,25.0,Spotify,2.0,Lofi,91.0,7.0,8.0,6.0,2.0,Improve
8/29/2022 10:25:54,24.0,Other streaming service,1.5,Video game music,171.0,3.0,4.0,1.0,1.0,Improve
8/29/2022 10:41:11,23.0,Spotify,1.0,Jazz,150.0,9.0,7.0,2.0,1.0,Improve
8/29/2022 10:44:43,16.0,Spotify,10.0,EDM,180.0,10.0,9.0,3.0,2.0,Improve
8/29/2022 10:45:36,25.0,YouTube Music,2.0,Metal,,9.0,9.0,7.0,3.0,Improve
8/29/2022 11:02:29,16.0,Spotify,15.0,EDM,85.0,8.0,10.0,9.0,2.0,Improve
8/29/2022 11:04:24,20.0,I do not use a streaming service.,0.5,Metal,150.0,8.0,9.0,6.0,4.0,Improve
8/29/2022 11:16:34,17.0,Spotify,3.0,Metal,104.0,5.0,6.0,9.0,9.0,Improve
8/29/2022 11:41:34,29.0,I do not use a streaming service.,2.0,Metal,,9.0,3.0,7.0,2.0,Improve
8/29/2022 11:56:17,20.0,Spotify,4.0,Hip hop,85.0,3.0,2.0,1.0,6.0,Improve
8/29/2022 12:25:16,16.0,Spotify,2.0,Folk,,7.0,7.0,4.0,0.0,Improve
8/29/2022 12:30:01,21.0,Spotify,1.0,Rock,147.0,7.0,9.0,1.0,2.0,Improve
8/29/2022 12:32:30,16.0,Spotify,24.0,Rock,120.0,5.0,1.0,9.0,1.0,Improve
8/29/2022 13:09:33,43.0,Spotify,1.0,Pop,134.0,3.0,3.0,0.0,0.0,Improve
8/29/2022 14:13:58,32.0,Pandora,2.0,Classical,,8.0,7.0,5.0,4.0,Improve
8/29/2022 14:25:08,10.0,YouTube Music,2.0,Pop,112.0,8.0,2.0,1.0,1.0,Improve
8/29/2022 14:49:56,27.0,Spotify,3.0,Metal,200.0,4.0,0.0,0.0,0.0,Improve
8/29/2022 14:53:54,24.0,Spotify,3.0,Classical,75.0,9.0,6.0,1.0,1.0,Improve
8/29/2022 15:05:22,18.0,Spotify,2.0,Hip hop,20.0,10.0,7.0,2.0,0.0,Improve
8/29/2022 15:18:16,17.0,Apple Music,7.0,Rock,140.0,8.0,7.0,7.0,4.0,Improve
8/29/2022 15:20:35,19.0,Spotify,6.0,Metal,111.0,1.0,0.0,0.0,0.0,Improve
8/29/2022 16:05:19,16.0,YouTube Music,3.0,Rock,150.0,5.0,7.0,1.0,4.0,Improve
8/29/2022 16:07:39,64.0,Other streaming service,5.0,Rock,,7.0,6.0,9.0,2.0,Improve
8/29/2022 16:28:12,33.0,Apple Music,4.0,Lofi,114.0,8.0,8.0,2.0,2.0,Improve
8/29/2022 16:39:08,32.0,I do not use a streaming service.,3.0,Rock,93.0,2.0,2.0,8.0,0.0,No effect
8/29/2022 17:04:16,15.0,Pandora,2.0,Pop,145.0,6.0,0.0,0.0,2.0,Improve
8/29/2022 17:22:01,27.0,YouTube Music,3.0,Metal,100.0,2.0,0.0,1.0,0.0,Improve
8/29/2022 17:32:02,20.0,I do not use a streaming service.,2.0,Rock,114.0,6.0,2.0,6.0,7.0,No effect
8/29/2022 17:36:01,23.0,I do not use a streaming service.,2.0,Pop,109.0,6.0,1.0,0.0,5.0,Improve
8/29/2022 17:52:06,19.0,Apple Music,3.0,Classical,,7.0,6.0,4.0,0.0,Improve
8/29/2022 17:58:47,12.0,YouTube Music,2.0,Classical,,0.0,0.0,3.0,0.0,Improve
8/29/2022 18:00:27,16.0,Other streaming service,3.0,Classical,72.0,9.0,7.0,10.0,6.0,No effect
8/29/2022 18:09:17,17.0,Other streaming service,0.0,Video game music,89.0,10.0,0.0,0.0,0.0,No effect
8/29/2022 18:13:51,14.0,Spotify,1.0,Pop,140.0,6.0,6.0,3.0,0.0,Improve
8/29/2022 18:22:58,32.0,Spotify,2.0,Metal,84.0,4.0,3.0,1.0,6.0,Improve
8/29/2022 18:47:22,20.0,Spotify,2.0,Pop,132.0,6.0,2.0,2.0,1.0,No effect
8/29/2022 18:56:27,54.0,I do not use a streaming service.,6.0,Classical,,2.0,2.0,3.0,2.0,Improve
8/29/2022 18:57:09,18.0,Spotify,5.0,K pop,124.0,7.0,4.0,5.0,6.0,Improve
8/29/2022 19:07:50,14.0,Spotify,2.0,Classical,181.0,7.0,5.0,3.0,2.0,Improve
8/29/2022 19:08:34,13.0,Other streaming service,4.0,Classical,126.0,8.0,5.0,10.0,3.0,Improve
8/29/2022 19:44:49,19.0,Apple Music,8.0,Country,109.0,7.0,5.0,6.0,5.0,Improve
8/29/2022 20:03:00,14.0,Spotify,4.0,Classical,106.0,6.0,8.0,8.0,2.0,Improve
8/29/2022 20:03:04,14.0,YouTube Music,1.5,Classical,140.0,1.0,2.0,4.0,3.0,Improve
8/29/2022 20:04:14,18.0,Apple Music,2.0,Rap,170.0,3.0,2.0,0.0,2.0,Improve
8/29/2022 20:12:32,15.0,Spotify,5.0,Folk,87.0,6.0,7.0,7.0,4.0,Improve
8/29/2022 20:18:37,24.0,YouTube Music,6.0,Classical,,6.0,7.0,2.0,0.0,No effect
8/29/2022 20:22:33,17.0,Apple Music,2.0,Pop,117.0,9.0,8.0,4.0,8.0,Improve
8/29/2022 20:47:47,44.0,Spotify,2.0,Rock,105.0,7.0,7.0,2.0,1.0,Improve
8/29/2022 21:21:30,23.0,Spotify,1.0,Rock,,1.0,0.0,1.0,0.0,Improve
8/29/2022 21:24:24,21.0,Apple Music,1.0,Rap,160.0,4.0,3.0,4.0,5.0,Improve
8/29/2022 22:00:46,57.0,Other streaming service,2.0,R&B,,2.0,0.0,0.0,0.0,Improve
8/29/2022 22:04:50,23.0,Spotify,2.0,Rock,141.0,0.0,5.0,7.0,0.0,No effect
8/29/2022 22:52:14,18.0,Spotify,1.0,Pop,105.0,8.0,7.0,7.0,0.0,Improve
8/29/2022 23:20:48,26.0,Spotify,14.0,Hip hop,158.0,5.0,10.0,8.0,0.0,No effect
8/29/2022 23:36:14,13.0,YouTube Music,3.0,Classical,80.0,8.0,7.0,9.0,2.0,Improve
8/30/2022 0:00:29,15.0,Spotify,3.0,Classical,118.0,9.0,6.0,8.0,5.0,Improve
8/30/2022 0:14:35,57.0,YouTube Music,2.0,Rock,125.0,2.0,2.0,7.0,0.0,No effect
8/30/2022 1:01:09,12.0,Spotify,0.5,Classical,109.0,7.0,8.0,6.0,2.0,Improve
8/30/2022 5:16:13,26.0,Spotify,6.0,EDM,156.0,10.0,10.0,8.0,2.0,No effect
8/30/2022 6:05:56,17.0,Spotify,1.0,Country,105.0,8.0,5.0,2.0,3.0,Improve
8/30/2022 6:10:58,17.0,Spotify,2.0,Classical,,7.0,8.0,2.0,5.0,Improve
8/30/2022 8:00:32,69.0,Pandora,4.0,Classical,72.0,1.0,1.0,2.0,0.0,Improve
8/30/2022 9:35:28,17.0,Spotify,3.0,R&B,148.0,9.0,10.0,10.0,3.0,No effect
8/30/2022 10:10:44,32.0,Spotify,12.0,Jazz,200.0,9.0,4.0,4.0,4.0,Improve
8/30/2022 11:05:06,22.0,YouTube Music,3.0,Classical,113.0,8.0,2.0,4.0,0.0,No effect
8/30/2022 11:12:36,38.0,Spotify,1.0,Metal,191.0,1.0,1.0,5.0,1.0,Improve
8/30/2022 12:03:11,18.0,YouTube Music,10.0,EDM,140.0,10.0,9.0,9.0,8.0,Improve
8/30/2022 13:07:20,14.0,Spotify,5.0,Classical,40.0,3.0,0.0,2.0,3.0,Improve
8/30/2022 14:25:28,14.0,Other streaming service,0.5,Video game music,173.0,4.0,0.0,4.0,0.0,Improve
8/30/2022 14:43:14,19.0,Spotify,5.0,Metal,180.0,2.0,3.0,5.0,2.0,Improve
8/30/2022 16:04:47,20.0,YouTube Music,3.0,Classical,100.0,2.0,3.0,3.0,0.0,Improve
8/30/2022 16:43:28,18.0,Spotify,2.0,Rock,123.0,8.0,4.0,3.0,0.0,Improve
8/30/2022 16:47:39,30.0,Spotify,13.0,K pop,145.0,10.0,10.0,10.0,7.0,Improve
8/30/2022 17:33:13,31.0,I do not use a streaming service.,4.0,Classical,55.0,8.0,8.0,9.0,3.0,Improve
8/30/2022 17:43:36,72.0,Spotify,6.0,Rock,77.0,0.0,1.0,0.0,2.0,Improve
8/30/2022 18:15:39,73.0,Pandora,3.0,R&B,4.0,5.0,4.0,0.0,1.0,Improve
8/31/2022 1:39:16,16.0,Spotify,4.0,Pop,150.0,7.5,5.0,7.0,8.5,Improve
8/31/2022 5:45:08,19.0,YouTube Music,3.0,Rap,73.0,3.0,3.0,0.0,0.0,Improve
8/31/2022 6:36:13,16.0,Spotify,2.0,Classical,155.0,7.0,5.0,3.0,1.0,Improve
8/31/2022 8:04:22,12.0,Spotify,2.0,Classical,,8.0,0.0,1.0,6.0,Improve
8/31/2022 8:35:00,39.0,Spotify,1.0,Hip hop,89.0,6.0,4.0,1.0,1.0,Improve
8/31/2022 9:42:46,15.0,Spotify,6.0,K pop,110.0,8.0,8.0,7.0,10.0,No effect
8/31/2022 12:53:28,14.0,Spotify,9.0,R&B,140.0,10.0,8.0,9.0,5.0,Improve
8/31/2022 13:20:39,21.0,Spotify,1.0,Country,135.0,3.0,0.0,2.0,0.0,Improve
8/31/2022 14:28:33,38.0,Apple Music,1.0,Video game music,125.0,5.0,5.0,7.0,1.0,Worsen
8/31/2022 15:48:18,23.0,Spotify,0.5,Hip hop,110.0,7.0,7.0,6.0,5.0,Improve
8/31/2022 16:47:03,16.0,Other streaming service,1.0,EDM,140.0,7.0,4.0,6.0,3.0,Improve
8/31/2022 18:56:31,21.0,Apple Music,1.5,Folk,105.0,3.0,3.0,1.0,0.0,
8/31/2022 18:56:39,13.0,Spotify,6.0,Rap,112.0,4.0,0.0,0.0,2.0,Worsen
8/31/2022 20:40:05,16.0,Spotify,4.0,Rock,96.0,3.0,0.0,6.0,9.0,Improve
8/31/2022 21:04:07,18.0,Spotify,6.0,Rock,,5.0,1.0,6.0,0.0,Improve
8/31/2022 23:09:44,21.0,Spotify,4.0,Metal,155.0,10.0,6.0,8.0,0.0,Improve
9/1/2022 1:16:46,17.0,Spotify,1.5,Classical,174.0,7.0,5.0,1.0,2.0,No effect
9/1/2022 2:32:43,24.0,Apple Music,2.0,Rock,93.0,7.0,7.0,0.0,4.0,No effect
9/1/2022 3:38:02,14.0,Apple Music,2.0,Pop,78.0,6.0,0.0,0.0,0.0,Improve
9/1/2022 5:01:52,25.0,Spotify,4.0,Rock,,6.0,2.0,3.0,2.0,Improve
9/1/2022 5:20:01,22.0,Spotify,3.0,Lofi,174.0,7.0,6.0,7.0,9.0,Improve
9/1/2022 9:25:07,20.0,I do not use a streaming service.,4.0,Rock,120.0,5.0,7.0,7.0,0.0,No effect
9/1/2022 12:04:47,23.0,Spotify,2.0,Pop,75.0,7.0,6.0,4.0,3.0,Improve
9/1/2022 13:13:06,61.0,Pandora,2.0,Rock,94.0,2.0,2.0,2.0,0.0,Improve
9/1/2022 13:14:34,24.0,Spotify,6.0,Video game music,180.0,9.0,5.0,0.0,7.0,Improve
9/1/2022 14:56:21,34.0,Spotify,0.0,Rock,115.0,3.0,7.0,8.0,0.0,Worsen
9/1/2022 14:57:20,49.0,Spotify,1.0,Pop,128.0,4.0,5.0,9.0,1.0,Improve
9/1/2022 14:59:20,33.0,I do not use a streaming service.,4.0,Rock,112.0,1.0,0.0,7.0,0.0,Improve
9/1/2022 15:01:10,22.0,I do not use a streaming service.,2.0,Metal,140.0,3.0,2.0,0.0,2.0,No effect
9/1/2022 15:05:15,38.0,Spotify,3.0,Metal,143.0,1.0,6.0,1.0,2.0,Improve
9/1/2022 15:21:55,23.0,YouTube Music,4.0,Hip hop,72.0,8.0,10.0,4.0,0.0,No effect
9/1/2022 15:24:02,34.0,I do not use a streaming service.,2.0,Video game music,100.0,8.0,10.0,10.0,0.0,No effect
9/1/2022 15:24:13,40.0,Other streaming service,3.0,Metal,120.0,3.0,0.0,8.0,1.0,No effect
9/1/2022 15:26:35,27.0,Spotify,1.0,Hip hop,,3.0,4.0,1.0,0.0,Improve
9/1/2022 15:36:18,54.0,YouTube Music,10.0,Rock,,2.0,1.0,2.0,2.0,Improve
9/1/2022 15:50:14,16.0,Spotify,10.0,Rock,105.0,0.0,0.0,0.0,0.0,No effect
9/1/2022 16:00:05,23.0,I do not use a streaming service.,10.0,Video game music,119.0,8.0,8.0,5.0,0.0,Improve
9/1/2022 16:06:10,35.0,Spotify,4.0,Country,,1.0,1.0,1.0,0.0,No effect
9/1/2022 16:11:18,22.0,YouTube Music,4.0,Folk,137.0,8.0,7.0,6.0,2.0,Improve
9/1/2022 16:30:33,41.0,Spotify,3.0,Metal,178.0,6.0,5.0,4.0,0.0,No effect
9/1/2022 16:35:30,63.0,Spotify,2.0,Rock,133.0,5.0,4.0,6.0,2.0,Improve
9/1/2022 16:38:05,28.0,Spotify,1.0,Rock,72.0,3.0,1.0,0.0,2.0,No effect
9/1/2022 16:38:12,22.0,Spotify,6.0,Country,,4.0,8.0,2.0,2.0,Improve
9/1/2022 16:43:48,58.0,YouTube Music,1.0,Rock,133.0,5.0,6.0,3.0,1.0,Improve
9/1/2022 16:58:12,58.0,YouTube Music,1.0,Classical,80.0,0.0,0.0,2.0,1.0,Improve
9/1/2022 17:00:07,67.0,Other streaming service,4.0,Rock,146.0,7.0,6.0,7.0,4.0,Improve
9/1/2022 17:17:48,70.0,I do not use a streaming service.,2.0,Country,88.0,8.0,5.0,6.0,1.0,Improve
9/1/2022 17:27:50,60.0,YouTube Music,2.0,Rock,132.0,4.0,4.0,2.0,0.0,Improve
9/1/2022 17:33:02,15.0,Spotify,2.0,Pop,102.0,9.0,8.0,10.0,9.0,Improve
9/1/2022 17:48:55,18.0,YouTube Music,6.0,EDM,91.0,5.0,5.0,7.0,0.0,Improve
9/1/2022 17:51:31,58.0,Other streaming service,3.0,Hip hop,127.0,4.0,6.0,8.0,1.0,Improve
9/1/2022 18:02:53,28.0,Other streaming service,1.0,Lofi,82.0,4.0,8.0,5.0,0.0,Improve
9/1/2022 18:10:41,22.0,Spotify,4.0,Lofi,141.0,9.0,10.0,6.0,7.0,Improve
9/1/2022 18:11:35,49.0,YouTube Music,0.5,Classical,114.0,3.0,2.0,2.0,2.0,Improve
9/1/2022 18:38:46,20.0,YouTube Music,8.0,Rock,148.0,6.0,2.0,2.0,1.0,Improve
9/1/2022 19:08:55,55.0,YouTube Music,15.0,Rock,156.0,2.0,0.0,3.0,0.0,No effect
9/1/2022 19:09:32,48.0,Spotify,1.5,Metal,185.0,10.0,8.0,0.0,4.0,Improve
9/1/2022 19:36:54,14.0,Spotify,2.0,K pop,114.0,4.0,4.0,2.0,2.0,Improve
9/1/2022 19:39:07,18.0,Spotify,3.0,Pop,120.0,7.0,8.0,6.0,2.0,Improve
9/1/2022 19:39:49,25.0,Spotify,1.0,Pop,80.0,7.0,6.0,5.0,5.0,Improve
9/1/2022 19:44:33,71.0,I do not use a streaming service.,0.25,Gospel,,1.0,0.0,0.0,0.0,Improve
9/1/2022 20:02:19,60.0,YouTube Music,1.0,Gospel,,6.0,2.0,8.0,0.0,Improve
9/1/2022 20:36:10,18.0,I do not use a streaming service.,1.0,Video game music,116.0,4.0,5.0,7.0,0.0,No effect
9/1/2022 21:05:57,19.0,Spotify,5.0,Hip hop,99.0,10.0,7.0,0.0,0.0,Improve
9/1/2022 21:07:33,74.0,I do not use a streaming service.,1.0,Pop,129.0,4.0,2.0,1.0,0.0,Improve
9/1/2022 21:14:09,36.0,Pandora,1.0,Hip hop,131.0,7.0,6.0,2.0,3.0,Improve
9/1/2022 21:24:34,14.0,Spotify,7.0,Lofi,95.0,3.0,2.0,8.0,0.0,Improve
9/1/2022 21:44:49,20.0,Spotify,3.0,Hip hop,80.0,10.0,7.0,4.0,3.0,Improve
9/1/2022 22:38:20,15.0,Spotify,3.0,K pop,204.0,4.0,0.0,0.0,0.0,No effect
9/1/2022 23:11:19,19.0,I do not use a streaming service.,7.0,Rock,128.0,7.0,7.0,0.0,0.0,Improve
9/2/2022 0:08:07,29.0,Spotify,8.0,EDM,140.0,6.0,7.0,4.0,1.0,Improve
9/2/2022 0:20:40,24.0,Spotify,2.0,Metal,159.0,7.0,6.0,2.0,7.0,Improve
9/2/2022 0:32:48,18.0,Apple Music,2.0,Pop,104.0,6.0,5.0,8.0,0.0,Improve
9/2/2022 1:03:00,21.0,Spotify,2.0,Rock,97.0,10.0,10.0,2.0,3.0,Improve
9/2/2022 1:59:54,19.0,Spotify,2.0,K pop,80.0,7.0,6.0,5.0,1.0,Improve
